Name,Class,Direction,Time
E_23951,truck,route_6,1661.0967774

E_24080,car,route_6,1661.3159054

E_24120,truck,route_8,1663.1391008

E_24195,car,route_8,1664.7422299

E_24221,motorcycle,route_6,1665.4004494

E_24269,car,route_7,1666.6405081

E_24273,motorcycle,route_6,1666.7851029

E_24291,car,route_7,1667.7389392

E_24270,truck,route_8,1669.1259925

E_24319,car,route_6,1669.3450281

E_24402,car,route_8,1671.759449

E_24434,car,route_7,1671.8315941

E_24445,truck,route_7,1672.6405206

E_24471,truck,route_8,1673.2261301

E_24426,car,route_6,1674.1040773

E_24568,bus,route_8,1677.9101455

E_24616,bus,route_8,1678.1272743

E_24618,bus,route_8,1678.2001092

E_24625,bus,route_6,1678.3445523

E_24629,bus,route_8,1678.4170142

E_24660,bus,route_6,1679.6561202

E_24652,car,route_7,1681.1227333

E_24683,truck,route_8,1681.3404745

E_24717,car,route_6,1682.291021

E_24765,motorcycle,route_6,1684.6215864

E_24781,motorcycle,route_6,1685.7138986

E_24820,motorcycle,route_6,1686.8140817

E_24831,car,route_8,1688.8574706

E_24857,motorcycle,route_6,1689.3653756

E_24912,truck,route_8,1693.0864598

E_24960,car,route_7,1696.3590276

E_24962,car,route_7,1696.5072304

E_24956,truck,route_8,1697.1627243

E_24964,truck,route_7,1697.4581184

E_24976,truck,route_7,1697.6766261

E_24996,car,route_8,1699.275921

E_25005,car,route_7,1699.566786

E_24973,truck,route_6,1700.0054053

E_24987,truck,route_8,1701.3944816

E_25055,car,route_6,1701.9058108

E_25061,car,route_6,1702.1270422

E_25093,car,route_6,1704.3077457

E_25115,truck,route_6,1705.2578428

E_25125,car,route_7,1706.057903

E_25114,truck,route_8,1706.2806744

E_25146,car,route_6,1707.9532261

E_25148,car,route_6,1708.2479188

E_25158,car,route_6,1708.9038248

E_25191,car,route_6,1710.3625219

E_25202,car,route_7,1710.5091162

E_25208,car,route_7,1711.238879

E_25230,car,route_7,1712.0384331

E_25242,car,route_7,1712.550025

E_25206,bus,route_8,1712.6250985

E_25197,truck,route_6,1712.7695017

E_25258,car,route_6,1715.2546987

E_25314,car,route_6,1716.2809505

E_25289,car,route_8,1716.7947976

E_25328,car,route_7,1717.2321464

